61,1,1,1,1,0.05,0.65,1
62,0,0,1,1,0.4,0.1,1
76,1,1,1,1,0.9,1.0,1
83,1,1,1,1,0.75,0.7,1
85,0,0,1,1,0.1,0.25,0
87,1,1,1,1,0.25,0.9,1
88,1,1,1,1,0.05,0.2,1
91,1,1,1,1,1.0,0.5,1
92,0,0,0,0,0.0,0.0,0
94,0,1,1,1,0.4,0.2,0
95,1,1,1,1,0.0,0.8,1
97,1,1,1,1,0.6,1.0,1
98,0,0,1,1,0.05,0.9,1
99,0,1,1,1,1.0,0.75,1
100,0,1,1,1,0.15,0.6,1
101,0,0,1,1,0.0,0.55,1
102,0,0,0,0,0.0,0.0,0
103,0,0,1,1,0.0,0.65,0
104,0,0,1,1,0.05,0.95,1
105,0,0,1,1,0.25,1.0,1
106,1,0,1,1,1.0,0.65,1
151,1,1,1,1,1.0,0.5,0
152,0,1,0,0,0.0,0.0,0
153,0,1,1,1,0.0,0.7,0
159,0,0,1,1,0.5,0.95,1
163,1,1,1,1,0.0,0.6,0
