1,1,0,0,0,0.0,0.0,0
2,1,1,1,1,0.0,0.9,1
3,0,0,1,1,0.0,0.75,1
4,1,1,1,1,1.0,1.0,1
5,0,0,0,0,0.0,0.0,0
6,1,1,1,1,1.0,1.0,1
7,0,0,1,1,1.0,0.3,0
8,1,1,1,1,0.05,0.95,1
9,1,1,1,1,1.0,0.95,1
10,1,1,1,1,0.15,1.0,1
11,1,1,1,1,0.0,0.75,1
12,1,1,1,1,0.45,1.0,1
13,1,1,1,1,0.35,0.8,1
14,1,1,1,1,0.0,0.9,1
15,0,0,1,1,0.8,0.85,1
16,1,1,1,1,0.1,0.75,1
17,1,1,1,1,0.95,1.0,1
18,1,1,1,1,0.55,1.0,1
19,0,1,1,1,0.4,0.9,1
20,1,1,1,1,1.0,0.7,1
21,1,1,1,1,0.75,1.0,1
22,1,1,1,1,1.0,1.0,1
23,1,1,0,0,0.0,0.0,0
24,1,1,1,1,1.0,1.0,1
25,1,1,1,1,1.0,0.95,1
26,1,1,1,1,1.0,1.0,1
