1,1,1,0,0,0.0,0.0,0
2,1,1,0,0,0.0,0.0,0
3,1,1,1,1,0.2,0.85,1
4,0,1,1,1,0.8,0.9,1
5,1,1,1,1,1.0,0.1,1
7,1,1,1,1,0.5,1.0,1
8,0,0,1,1,0.45,0.95,1
9,0,1,1,1,0.1,0.65,1
10,0,0,0,0,0.0,0.0,0
11,0,1,1,1,1.0,0.2,0
12,1,1,1,1,0.85,1.0,1
13,0,0,0,0,0.0,0.0,0
14,1,1,1,1,0.0,0.3,1
15,1,1,1,1,0.55,0.75,1
16,0,0,1,1,0.0,0.85,0
17,1,1,1,1,0.05,0.45,0
18,1,1,1,1,0.75,0.7,1
19,0,1,0,0,0.0,0.0,0
20,1,1,1,1,0.1,0.6,0
21,1,1,1,1,0.15,0.7,1
22,0,0,1,1,0.1,0.75,0
23,1,1,1,1,0.35,1.0,1
24,1,1,1,1,0.85,0.95,1
25,1,1,1,1,0.0,0.7,1
26,0,0,1,1,0.2,0.55,0
27,0,0,0,0,0.0,0.0,0
28,1,1,1,1,0.5,1.0,0
29,0,1,1,1,0.15,0.9,1
30,0,0,1,1,1.0,1.0,1
31,0,0,0,0,0.0,0.0,0
32,1,1,1,1,0.9,0.95,1
33,0,0,0,0,0.0,0.0,0
34,0,0,1,1,0.0,0.7,0
35,0,0,1,1,0.1,0.5,0
36,0,0,0,0,0.0,0.0,0
37,0,0,0,0,0.0,0.0,0
38,0,1,1,1,0.05,0.9,1
39,1,1,1,1,0.6,0.5,1
40,1,1,0,0,0.0,0.0,0
