1,0,1,1,1,0.95,1.0,1
3,0,1,1,1,0.85,0.75,1
4,0,0,0,0,0.0,0.0,0
5,1,1,1,1,1.0,1.0,1
6,0,0,1,1,0.15,0.2,1
7,1,1,1,1,0.65,1.0,1
8,1,1,1,1,0.05,0.6,1
9,1,1,1,1,1.0,0.35,1
10,1,1,1,1,1.0,0.25,1
11,1,1,1,1,0.15,0.25,1
12,1,1,1,1,1.0,0.95,1
13,1,1,1,1,0.4,1.0,0
14,1,1,1,1,0.35,0.9,1
15,1,1,1,1,0.85,1.0,1
16,1,1,1,1,0.6,1.0,1
17,0,0,0,0,0.0,0.0,0
18,1,1,1,1,0.2,1.0,1
19,1,1,1,1,0.25,1.0,1
20,1,1,1,1,1.0,0.6,1
21,1,1,1,1,1.0,1.0,1
22,1,1,1,1,1.0,1.0,1
23,1,1,1,1,1.0,1.0,1
24,1,1,1,1,0.6,1.0,1
25,0,0,0,0,0.0,0.0,0
26,1,1,1,1,0.25,0.3,1
27,1,1,1,1,0.3,1.0,1
28,1,1,1,1,0.5,0.9,1
29,1,1,1,1,1.0,1.0,1
30,1,1,1,1,1.0,1.0,1
31,1,1,1,1,0.6,1.0,1
32,1,1,1,1,0.1,0.9,0
33,1,1,1,1,0.0,0.9,1
34,1,1,1,1,1.0,1.0,1
35,1,1,1,1,1.0,0.85,1
36,1,1,1,1,0.85,1.0,1
37,1,1,1,1,1.0,0.25,0
38,1,1,1,1,0.95,1.0,1
39,1,1,1,1,1.0,1.0,1
40,0,0,1,1,1.0,0.4,1
41,1,1,1,1,0.95,1.0,1
42,1,1,1,1,0.75,1.0,1
43,1,1,1,1,0.1,0.95,1
44,0,0,1,1,0.95,0.75,1
45,1,1,1,1,0.2,1.0,1
46,0,1,1,1,0.7,0.55,1
47,1,1,1,1,1.0,0.85,1
48,1,1,1,1,1.0,0.6,1
49,1,1,1,1,0.15,1.0,1
50,1,1,1,1,0.35,1.0,1
51,1,1,1,1,1.0,1.0,1
52,1,1,1,1,0.35,1.0,1
53,0,0,0,0,0.0,0.0,0
54,1,1,1,1,1.0,0.9,1
55,0,1,1,1,1.0,0.6,1
56,1,0,1,1,1.0,0.3,0
57,1,1,1,1,1.0,1.0,1
58,0,1,1,1,1.0,0.95,1
59,0,0,1,1,1.0,0.35,1
60,0,0,1,1,0.7,0.35,1
61,0,0,1,1,0.1,0.55,1
62,1,1,1,1,0.0,0.95,1
63,1,1,1,1,0.4,0.95,1
64,0,0,0,0,0.0,0.0,0
65,1,1,1,1,0.25,1.0,1
